date,year,month,fiscal_year,mineral,flow,hs_code,country,port,state,value_usd_mn,value_inr_cr,quantity_mt,unit_price_usd_mt
2022-01-01,2022,1,FY2021-22,Lithium,Import,28369100,Belgium,Visakhapatnam,Odisha,18.586,154.267,497.4,37366.94
2022-01-01,2022,1,FY2021-22,Lithium,Import,28369100,Japan,Kandla,Tamil Nadu,18.917,157.008,506.24,37366.94
2022-01-01,2022,1,FY2021-22,Lithium,Import,28259010,Others,Visakhapatnam,Maharashtra,23.626,196.095,632.27,37366.94
2022-02-01,2022,2,FY2021-22,Lithium,Import,25309099,China,Tuticorin,Andhra Pradesh,165.474,1373.434,4959.13,33367.54
2022-02-01,2022,2,FY2021-22,Lithium,Import,28369100,Chile,Mundra,Maharashtra,106.985,887.974,3206.26,33367.54
2022-02-01,2022,2,FY2021-22,Lithium,Import,28273920,Argentina,Visakhapatnam,Tamil Nadu,47.595,395.04,1426.39,33367.54
2022-02-01,2022,2,FY2021-22,Lithium,Import,28369100,Australia,Kolkata,West Bengal,39.749,329.915,1191.24,33367.54
2022-02-01,2022,2,FY2021-22,Lithium,Import,28369100,Belgium,Tuticorin,Rajasthan,24.661,204.684,739.06,33367.54
2022-02-01,2022,2,FY2021-22,Lithium,Import,28259010,Japan,Chennai,Karnataka,16.399,136.109,491.46,33367.54
2022-02-01,2022,2,FY2021-22,Lithium,Import,25309099,Others,Visakhapatnam,Andhra Pradesh,22.373,185.694,670.49,33367.54
2022-03-01,2022,3,FY2021-22,Lithium,Import,28252000,China,Kandla,Odisha,157.937,1310.876,4241.72,37234.12
2022-03-01,2022,3,FY2021-22,Lithium,Import,28369100,Chile,JNPT Mumbai,West Bengal,95.71,794.392,2570.49,37234.12
2022-03-01,2022,3,FY2021-22,Lithium,Import,25309099,Argentina,Cochin,Andhra Pradesh,48.315,401.017,1297.61,37234.12
2022-03-01,2022,3,FY2021-22,Lithium,Import,28259010,Australia,Chennai,Rajasthan,38.376,318.522,1030.67,37234.12
2022-03-01,2022,3,FY2021-22,Lithium,Import,28273920,Belgium,Chennai,Gujarat,18.04,149.729,484.49,37234.12
2022-03-01,2022,3,FY2021-22,Lithium,Import,28369100,Japan,JNPT Mumbai,Rajasthan,15.983,132.662,429.27,37234.12
2022-03-01,2022,3,FY2021-22,Lithium,Import,28252000,Others,Kandla,Gujarat,23.626,196.096,634.52,37234.12
2022-04-01,2022,4,FY2022-23,Lithium,Import,28369100,China,JNPT Mumbai,West Bengal,108.214,898.178,4533.38,23870.51
2022-04-01,2022,4,FY2022-23,Lithium,Import,28259010,Chile,JNPT Mumbai,Tamil Nadu,56.533,469.227,2368.33,23870.51
2022-04-01,2022,4,FY2022-23,Lithium,Import,28369100,Argentina,JNPT Mumbai,Rajasthan,28.597,237.357,1198.01,23870.51
2022-04-01,2022,4,FY2022-23,Lithium,Import,28252000,Australia,Mundra,Gujarat,21.777,180.745,912.28,23870.51
2022-04-01,2022,4,FY2022-23,Lithium,Import,25309099,Belgium,Kolkata,Gujarat,13.554,112.499,567.82,23870.51
2022-04-01,2022,4,FY2022-23,Lithium,Import,28273920,Japan,Cochin,Tamil Nadu,10.036,83.298,420.43,23870.51
2022-04-01,2022,4,FY2022-23,Lithium,Import,28259010,Others,Kandla,Karnataka,12.085,100.306,506.27,23870.51
2022-05-01,2022,5,FY2022-23,Lithium,Import,25309099,China,Kandla,Gujarat,167.257,1388.229,5863.43,28525.38
2022-05-01,2022,5,FY2022-23,Lithium,Import,28259010,Chile,JNPT Mumbai,Karnataka,90.198,748.643,3162.03,28525.38
2022-05-01,2022,5,FY2022-23,Lithium,Import,28259010,Argentina,Cochin,Karnataka,45.03,373.745,1578.58,28525.38
2022-05-01,2022,5,FY2022-23,Lithium,Import,28273920,Australia,Kolkata,Odisha,33.69,279.626,1181.05,28525.38
2022-05-01,2022,5,FY2022-23,Lithium,Import,28273920,Belgium,Visakhapatnam,Odisha,20.276,168.293,710.82,28525.38
2022-05-01,2022,5,FY2022-23,Lithium,Import,28273920,Japan,Visakhapatnam,Tamil Nadu,14.801,122.852,518.89,28525.38
2022-05-01,2022,5,FY2022-23,Lithium,Import,28369100,Others,Kandla,West Bengal,17.405,144.458,610.14,28525.38
2022-06-01,2022,6,FY2022-23,Lithium,Import,28259010,China,Kolkata,Tamil Nadu,182.143,1511.789,5602.02,32513.85
2022-06-01,2022,6,FY2022-23,Lithium,Import,25309099,Chile,Kolkata,Andhra Pradesh,94.223,782.054,2897.95,32513.85
2022-06-01,2022,6,FY2022-23,Lithium,Import,28369100,Argentina,Chennai,Andhra Pradesh,49.235,408.647,1514.27,32513.85
2022-06-01,2022,6,FY2022-23,Lithium,Import,28369100,Australia,JNPT Mumbai,Andhra Pradesh,36.81,305.52,1132.12,32513.85
2022-06-01,2022,6,FY2022-23,Lithium,Import,28369100,Belgium,Chennai,Gujarat,18.699,155.198,575.1,32513.85
2022-06-01,2022,6,FY2022-23,Lithium,Import,28259010,Japan,Tuticorin,Tamil Nadu,18.365,152.433,564.85,32513.85
2022-06-01,2022,6,FY2022-23,Lithium,Import,25309099,Others,Kolkata,Maharashtra,21.738,180.425,668.57,32513.85
2022-07-01,2022,7,FY2022-23,Lithium,Import,28273920,China,Kandla,Andhra Pradesh,133.498,1108.03,4889.74,27301.55
2022-07-01,2022,7,FY2022-23,Lithium,Import,25309099,Chile,Visakhapatnam,Gujarat,65.379,542.647,2394.71,27301.55
2022-07-01,2022,7,FY2022-23,Lithium,Import,28259010,Argentina,Visakhapatnam,Rajasthan,36.337,301.601,1330.97,27301.55
2022-07-01,2022,7,FY2022-23,Lithium,Import,28252000,Australia,Kolkata,Gujarat,33.28,276.226,1218.99,27301.55
2022-07-01,2022,7,FY2022-23,Lithium,Import,25309099,Belgium,Kandla,Andhra Pradesh,14.508,120.42,531.41,27301.55
2022-07-01,2022,7,FY2022-23,Lithium,Import,28259010,Japan,Chennai,Karnataka,14.796,122.809,541.96,27301.55
2022-07-01,2022,7,FY2022-23,Lithium,Import,25309099,Others,JNPT Mumbai,Odisha,16.44,136.455,602.18,27301.55
2022-08-01,2022,8,FY2022-23,Lithium,Import,28273920,China,Kolkata,Odisha,180.614,1499.097,5455.12,33109.11
2022-08-01,2022,8,FY2022-23,Lithium,Import,28259010,Chile,Kolkata,West Bengal,86.291,716.216,2606.26,33109.11
2022-08-01,2022,8,FY2022-23,Lithium,Import,28259010,Argentina,Visakhapatnam,Rajasthan,50.674,420.593,1530.51,33109.11
2022-08-01,2022,8,FY2022-23,Lithium,Import,25309099,Australia,Visakhapatnam,Tamil Nadu,44.855,372.294,1354.75,33109.11
2022-08-01,2022,8,FY2022-23,Lithium,Import,25309099,Belgium,Visakhapatnam,Tamil Nadu,21.971,182.358,663.59,33109.11
2022-08-01,2022,8,FY2022-23,Lithium,Import,28252000,Japan,JNPT Mumbai,Rajasthan,19.833,164.61,599.01,33109.11
2022-08-01,2022,8,FY2022-23,Lithium,Import,28273920,Others,Kandla,Andhra Pradesh,20.272,168.255,612.27,33109.11
2022-09-01,2022,9,FY2022-23,Lithium,Import,28259010,China,Kolkata,Andhra Pradesh,174.652,1449.615,4819.1,36241.72
2022-09-01,2022,9,FY2022-23,Lithium,Import,28252000,Chile,Visakhapatnam,Andhra Pradesh,109.559,909.336,3023.0,36241.72
2022-09-01,2022,9,FY2022-23,Lithium,Import,25309099,Argentina,JNPT Mumbai,Andhra Pradesh,51.327,426.016,1416.25,36241.72
2022-09-01,2022,9,FY2022-23,Lithium,Import,28252000,Australia,Tuticorin,Odisha,49.006,406.749,1352.2,36241.72
2022-09-01,2022,9,FY2022-23,Lithium,Import,28369100,Belgium,Chennai,Tamil Nadu,22.886,189.952,631.48,36241.72
2022-09-01,2022,9,FY2022-23,Lithium,Import,25309099,Japan,Mundra,Odisha,18.133,150.504,500.34,36241.72
2022-09-01,2022,9,FY2022-23,Lithium,Import,28259010,Others,Mundra,Maharashtra,22.643,187.94,624.79,36241.72
2022-10-01,2022,10,FY2022-23,Lithium,Import,28369100,China,Visakhapatnam,West Bengal,190.808,1583.709,5325.9,35826.46
2022-10-01,2022,10,FY2022-23,Lithium,Import,25309099,Chile,Cochin,Karnataka,110.612,918.081,3087.44,35826.46
2022-10-01,2022,10,FY2022-23,Lithium,Import,28259010,Argentina,Kandla,Maharashtra,52.438,435.235,1463.66,35826.46
2022-10-01,2022,10,FY2022-23,Lithium,Import,28259010,Australia,Kolkata,Rajasthan,54.977,456.31,1534.54,35826.46
2022-10-01,2022,10,FY2022-23,Lithium,Import,28259010,Belgium,Mundra,Rajasthan,21.566,179.001,601.97,35826.46
2022-10-01,2022,10,FY2022-23,Lithium,Import,28369100,Japan,Chennai,Maharashtra,21.046,174.684,587.45,35826.46
2022-10-01,2022,10,FY2022-23,Lithium,Import,28369100,Others,JNPT Mumbai,West Bengal,26.107,216.687,728.7,35826.46
2022-11-01,2022,11,FY2022-23,Lithium,Import,28252000,China,Cochin,Maharashtra,218.971,1817.461,6662.2,32867.7
2022-11-01,2022,11,FY2022-23,Lithium,Import,28259010,Chile,JNPT Mumbai,Odisha,118.63,984.633,3609.33,32867.7
2022-11-01,2022,11,FY2022-23,Lithium,Import,28259010,Argentina,Visakhapatnam,Tamil Nadu,49.727,412.731,1512.93,32867.7
2022-11-01,2022,11,FY2022-23,Lithium,Import,28252000,Australia,Visakhapatnam,Karnataka,49.307,409.245,1500.16,32867.7
2022-11-01,2022,11,FY2022-23,Lithium,Import,28273920,Belgium,JNPT Mumbai,Andhra Pradesh,25.586,212.364,778.46,32867.7
2022-11-01,2022,11,FY2022-23,Lithium,Import,28252000,Japan,Mundra,Rajasthan,19.306,160.242,587.39,32867.7
2022-11-01,2022,11,FY2022-23,Lithium,Import,28259010,Others,Kandla,Gujarat,25.173,208.932,765.87,32867.7
2022-12-01,2022,12,FY2022-23,Lithium,Import,28252000,China,Kolkata,Gujarat,276.323,2293.48,6687.2,41321.14
2022-12-01,2022,12,FY2022-23,Lithium,Import,25309099,Chile,Visakhapatnam,Gujarat,137.246,1139.142,3321.45,41321.14
2022-12-01,2022,12,FY2022-23,Lithium,Import,28369100,Argentina,Cochin,Karnataka,79.447,659.41,1922.67,41321.14
2022-12-01,2022,12,FY2022-23,Lithium,Import,28252000,Australia,Cochin,Maharashtra,52.334,434.371,1266.51,41321.14
2022-12-01,2022,12,FY2022-23,Lithium,Import,28252000,Belgium,Mundra,Gujarat,33.095,274.686,800.91,41321.14
2022-12-01,2022,12,FY2022-23,Lithium,Import,28259010,Japan,Kandla,Karnataka,22.044,182.964,533.48,41321.14
2022-12-01,2022,12,FY2022-23,Lithium,Import,25309099,Others,Kolkata,Karnataka,32.83,272.488,794.51,41321.14
2023-01-01,2023,1,FY2022-23,Lithium,Import,28259010,China,Visakhapatnam,West Bengal,193.171,1603.322,4698.04,41117.42
2023-01-01,2023,1,FY2022-23,Lithium,Import,25309099,Chile,JNPT Mumbai,Odisha,99.352,824.626,2416.31,41117.42
2023-01-01,2023,1,FY2022-23,Lithium,Import,28259010,Argentina,Chennai,Andhra Pradesh,58.049,481.808,1411.79,41117.42
2023-01-01,2023,1,FY2022-23,Lithium,Import,28369100,Australia,Kandla,Karnataka,54.45,451.938,1324.26,41117.42
2023-01-01,2023,1,FY2022-23,Lithium,Import,28369100,Belgium,Chennai,Gujarat,29.251,242.783,711.4,41117.42
2023-01-01,2023,1,FY2022-23,Lithium,Import,28259010,Japan,Chennai,Maharashtra,20.621,171.153,501.51,41117.42
2023-01-01,2023,1,FY2022-23,Lithium,Import,25309099,Others,Cochin,Tamil Nadu,23.618,196.034,574.42,41117.42
2023-02-01,2023,2,FY2022-23,Lithium,Import,28369100,China,Kandla,Gujarat,244.067,2025.755,6015.91,40570.25
2023-02-01,2023,2,FY2022-23,Lithium,Import,28369100,Chile,Mundra,West Bengal,127.429,1057.661,3140.95,40570.25
2023-02-01,2023,2,FY2022-23,Lithium,Import,28369100,Argentina,Visakhapatnam,Gujarat,65.439,543.14,1612.97,40570.25
2023-02-01,2023,2,FY2022-23,Lithium,Import,28252000,Australia,Kandla,West Bengal,53.084,440.596,1308.44,40570.25
2023-02-01,2023,2,FY2022-23,Lithium,Import,28252000,Belgium,Visakhapatnam,Karnataka,31.977,265.412,788.2,40570.25
2023-02-01,2023,2,FY2022-23,Lithium,Import,25309099,Japan,Cochin,Andhra Pradesh,22.408,185.989,552.33,40570.25
2023-02-01,2023,2,FY2022-23,Lithium,Import,28259010,Others,Chennai,Odisha,28.528,236.779,703.17,40570.25
2023-03-01,2023,3,FY2022-23,Lithium,Import,28259010,China,Kandla,Tamil Nadu,272.634,2262.859,6586.13,41395.15
2023-03-01,2023,3,FY2022-23,Lithium,Import,28369100,Chile,JNPT Mumbai,Tamil Nadu,130.566,1083.694,3154.13,41395.15
2023-03-01,2023,3,FY2022-23,Lithium,Import,28273920,Argentina,Tuticorin,West Bengal,73.369,608.959,1772.39,41395.15
2023-03-01,2023,3,FY2022-23,Lithium,Import,28252000,Australia,Mundra,Tamil Nadu,69.689,578.416,1683.5,41395.15
2023-03-01,2023,3,FY2022-23,Lithium,Import,28273920,Belgium,Tuticorin,Rajasthan,29.978,248.818,724.19,41395.15
2023-03-01,2023,3,FY2022-23,Lithium,Import,28259010,Japan,JNPT Mumbai,Rajasthan,23.05,191.312,556.82,41395.15
2023-03-01,2023,3,FY2022-23,Lithium,Import,28273920,Others,Mundra,West Bengal,26.75,222.028,646.22,41395.15
2023-04-01,2023,4,FY2023-24,Lithium,Import,25309099,China,Mundra,Maharashtra,207.778,1724.562,6382.86,32552.59
2023-04-01,2023,4,FY2023-24,Lithium,Import,25309099,Chile,Visakhapatnam,Karnataka,109.279,907.019,3357.01,32552.59
2023-04-01,2023,4,FY2023-24,Lithium,Import,28259010,Argentina,Mundra,Tamil Nadu,51.585,428.156,1584.67,32552.59
2023-04-01,2023,4,FY2023-24,Lithium,Import,28252000,Australia,Cochin,Tamil Nadu,50.581,419.825,1553.83,32552.59
2023-04-01,2023,4,FY2023-24,Lithium,Import,28369100,Belgium,Kolkata,Rajasthan,21.972,182.368,674.97,32552.59
2023-04-01,2023,4,FY2023-24,Lithium,Import,28273920,Japan,JNPT Mumbai,Maharashtra,21.039,174.625,646.31,32552.59
2023-04-01,2023,4,FY2023-24,Lithium,Import,28259010,Others,Visakhapatnam,Rajasthan,24.56,203.852,754.49,32552.59
2023-05-01,2023,5,FY2023-24,Lithium,Import,25309099,China,Tuticorin,West Bengal,188.948,1568.266,5555.55,34010.61
2023-05-01,2023,5,FY2023-24,Lithium,Import,28273920,Chile,Mundra,Tamil Nadu,102.29,849.003,3007.58,34010.61
2023-05-01,2023,5,FY2023-24,Lithium,Import,28369100,Argentina,Mundra,West Bengal,50.75,421.222,1492.17,34010.61
2023-05-01,2023,5,FY2023-24,Lithium,Import,28369100,Australia,Chennai,Karnataka,50.879,422.298,1495.98,34010.61
2023-05-01,2023,5,FY2023-24,Lithium,Import,28252000,Belgium,Visakhapatnam,Odisha,22.909,190.146,673.59,34010.61
2023-05-01,2023,5,FY2023-24,Lithium,Import,25309099,Japan,Cochin,Rajasthan,17.112,142.029,503.13,34010.61
2023-05-01,2023,5,FY2023-24,Lithium,Import,28369100,Others,Chennai,Rajasthan,23.823,197.732,700.46,34010.61
2023-06-01,2023,6,FY2023-24,Lithium,Import,25309099,China,Visakhapatnam,Tamil Nadu,228.035,1892.692,6301.24,36188.96
2023-06-01,2023,6,FY2023-24,Lithium,Import,28252000,Chile,Kandla,West Bengal,108.564,901.079,2999.91,36188.96
2023-06-01,2023,6,FY2023-24,Lithium,Import,28259010,Argentina,JNPT Mumbai,Odisha,61.948,514.17,1711.8,36188.96
2023-06-01,2023,6,FY2023-24,Lithium,Import,28273920,Australia,Tuticorin,Andhra Pradesh,57.257,475.231,1582.16,36188.96
2023-06-01,2023,6,FY2023-24,Lithium,Import,25309099,Belgium,Kandla,Gujarat,29.623,245.875,818.58,36188.96
2023-06-01,2023,6,FY2023-24,Lithium,Import,28369100,Japan,Kandla,West Bengal,22.144,183.795,611.9,36188.96
2023-06-01,2023,6,FY2023-24,Lithium,Import,28252000,Others,Cochin,Rajasthan,23.998,199.18,663.12,36188.96
2023-07-01,2023,7,FY2023-24,Lithium,Import,28369100,China,Mundra,Rajasthan,222.848,1849.641,6422.1,34700.25
2023-07-01,2023,7,FY2023-24,Lithium,Import,25309099,Chile,Tuticorin,West Bengal,132.402,1098.936,3815.59,34700.25
2023-07-01,2023,7,FY2023-24,Lithium,Import,28369100,Argentina,Kolkata,Gujarat,64.417,534.664,1856.39,34700.25
2023-07-01,2023,7,FY2023-24,Lithium,Import,25309099,Australia,Tuticorin,Tamil Nadu,52.788,438.144,1521.27,34700.25
2023-07-01,2023,7,FY2023-24,Lithium,Import,28259010,Belgium,Visakhapatnam,Odisha,29.397,243.998,847.18,34700.25
2023-07-01,2023,7,FY2023-24,Lithium,Import,28273920,Japan,Mundra,West Bengal,23.0,190.898,662.81,34700.25
2023-07-01,2023,7,FY2023-24,Lithium,Import,28252000,Others,Chennai,Rajasthan,23.129,191.975,666.55,34700.25
2023-08-01,2023,8,FY2023-24,Lithium,Import,28273920,China,Mundra,West Bengal,221.998,1842.583,5924.85,37468.94
2023-08-01,2023,8,FY2023-24,Lithium,Import,28259010,Chile,Chennai,Andhra Pradesh,114.222,948.044,3048.45,37468.94
2023-08-01,2023,8,FY2023-24,Lithium,Import,28369100,Argentina,Tuticorin,Odisha,70.977,589.105,1894.28,37468.94
2023-08-01,2023,8,FY2023-24,Lithium,Import,28273920,Australia,Kandla,Andhra Pradesh,54.91,455.751,1465.47,37468.94
2023-08-01,2023,8,FY2023-24,Lithium,Import,28259010,Belgium,Kandla,Tamil Nadu,24.217,201.005,646.33,37468.94
2023-08-01,2023,8,FY2023-24,Lithium,Import,28273920,Japan,Kolkata,Tamil Nadu,23.363,193.913,623.53,37468.94
2023-08-01,2023,8,FY2023-24,Lithium,Import,28369100,Others,Mundra,Tamil Nadu,23.041,191.238,614.93,37468.94
2023-09-01,2023,9,FY2023-24,Lithium,Import,28369100,China,Mundra,Karnataka,261.67,2171.862,6364.86,41111.73
2023-09-01,2023,9,FY2023-24,Lithium,Import,28369100,Chile,Mundra,Maharashtra,163.921,1360.541,3987.2,41111.73
2023-09-01,2023,9,FY2023-24,Lithium,Import,28252000,Argentina,Cochin,Karnataka,81.887,679.658,1991.8,41111.73
2023-09-01,2023,9,FY2023-24,Lithium,Import,25309099,Australia,Mundra,West Bengal,77.784,645.607,1892.01,41111.73
2023-09-01,2023,9,FY2023-24,Lithium,Import,28252000,Belgium,Chennai,Gujarat,34.875,289.463,848.3,41111.73
2023-09-01,2023,9,FY2023-24,Lithium,Import,28273920,Japan,Tuticorin,Gujarat,23.626,196.099,574.69,41111.73
2023-09-01,2023,9,FY2023-24,Lithium,Import,28369100,Others,Chennai,Karnataka,29.44,244.351,716.09,41111.73
2023-10-01,2023,10,FY2023-24,Lithium,Import,28369100,China,Chennai,Karnataka,275.159,2283.818,9404.2,29259.15
2023-10-01,2023,10,FY2023-24,Lithium,Import,28273920,Chile,JNPT Mumbai,Odisha,128.74,1068.539,4399.98,29259.15
2023-10-01,2023,10,FY2023-24,Lithium,Import,25309099,Argentina,Mundra,Gujarat,82.709,686.483,2826.77,29259.15
2023-10-01,2023,10,FY2023-24,Lithium,Import,28369100,Australia,Visakhapatnam,Andhra Pradesh,63.296,525.359,2163.3,29259.15
2023-10-01,2023,10,FY2023-24,Lithium,Import,28259010,Belgium,Chennai,Rajasthan,31.652,262.711,1081.78,29259.15
2023-10-01,2023,10,FY2023-24,Lithium,Import,28252000,Japan,Tuticorin,Maharashtra,23.009,190.978,786.4,29259.15
2023-10-01,2023,10,FY2023-24,Lithium,Import,28252000,Others,Kolkata,Odisha,25.763,213.836,880.53,29259.15
2023-11-01,2023,11,FY2023-24,Lithium,Import,28252000,China,Visakhapatnam,Gujarat,250.993,2083.243,8604.9,29168.63
2023-11-01,2023,11,FY2023-24,Lithium,Import,28369100,Chile,Chennai,West Bengal,123.704,1026.74,4240.98,29168.63
2023-11-01,2023,11,FY2023-24,Lithium,Import,25309099,Argentina,Mundra,Rajasthan,62.671,520.17,2148.58,29168.63
2023-11-01,2023,11,FY2023-24,Lithium,Import,28273920,Australia,Cochin,Rajasthan,49.368,409.751,1692.49,29168.63
2023-11-01,2023,11,FY2023-24,Lithium,Import,28252000,Belgium,Kandla,Odisha,25.412,210.917,871.2,29168.63
2023-11-01,2023,11,FY2023-24,Lithium,Import,28259010,Japan,Tuticorin,Gujarat,18.347,152.276,628.98,29168.63
2023-11-01,2023,11,FY2023-24,Lithium,Import,28369100,Others,JNPT Mumbai,Andhra Pradesh,27.593,229.021,945.98,29168.63
2023-12-01,2023,12,FY2023-24,Lithium,Import,28369100,China,Chennai,Andhra Pradesh,229.123,1901.718,9356.69,24487.58
2023-12-01,2023,12,FY2023-24,Lithium,Import,28259010,Chile,Kolkata,Andhra Pradesh,126.443,1049.478,5163.56,24487.58
2023-12-01,2023,12,FY2023-24,Lithium,Import,25309099,Argentina,Tuticorin,Andhra Pradesh,58.448,485.115,2386.83,24487.58
2023-12-01,2023,12,FY2023-24,Lithium,Import,28259010,Australia,Tuticorin,West Bengal,46.015,381.923,1879.11,24487.58
2023-12-01,2023,12,FY2023-24,Lithium,Import,28273920,Belgium,JNPT Mumbai,Maharashtra,24.503,203.378,1000.64,24487.58
2023-12-01,2023,12,FY2023-24,Lithium,Import,28252000,Japan,Tuticorin,Andhra Pradesh,20.55,170.567,839.21,24487.58
2023-12-01,2023,12,FY2023-24,Lithium,Import,28252000,Others,JNPT Mumbai,Tamil Nadu,23.081,191.572,942.56,24487.58
2024-01-01,2024,1,FY2023-24,Lithium,Import,28273920,China,Visakhapatnam,Gujarat,371.931,3087.031,11195.88,33220.39
2024-01-01,2024,1,FY2023-24,Lithium,Import,28259010,Chile,JNPT Mumbai,Tamil Nadu,161.26,1338.458,4854.25,33220.39
2024-01-01,2024,1,FY2023-24,Lithium,Import,28369100,Argentina,JNPT Mumbai,Maharashtra,102.083,847.289,3072.9,33220.39
2024-01-01,2024,1,FY2023-24,Lithium,Import,25309099,Australia,Cochin,Gujarat,89.042,739.051,2680.35,33220.39
2024-01-01,2024,1,FY2023-24,Lithium,Import,25309099,Belgium,Kandla,Andhra Pradesh,40.352,334.918,1214.66,33220.39
2024-01-01,2024,1,FY2023-24,Lithium,Import,28273920,Japan,Chennai,West Bengal,35.176,291.957,1058.85,33220.39
2024-01-01,2024,1,FY2023-24,Lithium,Import,28369100,Others,Chennai,Gujarat,43.536,361.348,1310.52,33220.39
2024-02-01,2024,2,FY2023-24,Lithium,Import,28259010,China,Kandla,Andhra Pradesh,317.333,2633.86,8686.27,36532.67
2024-02-01,2024,2,FY2023-24,Lithium,Import,28259010,Chile,JNPT Mumbai,Maharashtra,150.939,1252.792,4131.61,36532.67
2024-02-01,2024,2,FY2023-24,Lithium,Import,25309099,Argentina,Visakhapatnam,Karnataka,77.805,645.781,2129.74,36532.67
2024-02-01,2024,2,FY2023-24,Lithium,Import,25309099,Australia,Cochin,Tamil Nadu,78.017,647.538,2135.53,36532.67
2024-02-01,2024,2,FY2023-24,Lithium,Import,28252000,Belgium,Tuticorin,West Bengal,36.519,303.105,999.62,36532.67
2024-02-01,2024,2,FY2023-24,Lithium,Import,28273920,Japan,Chennai,Andhra Pradesh,28.465,236.261,779.17,36532.67
2024-02-01,2024,2,FY2023-24,Lithium,Import,28369100,Others,Mundra,Rajasthan,31.364,260.317,858.51,36532.67
2024-03-01,2024,3,FY2023-24,Lithium,Import,28252000,China,JNPT Mumbai,Tamil Nadu,237.372,1970.19,8421.52,28186.4
2024-03-01,2024,3,FY2023-24,Lithium,Import,25309099,Chile,Chennai,Tamil Nadu,114.353,949.127,4057.02,28186.4
2024-03-01,2024,3,FY2023-24,Lithium,Import,28369100,Argentina,Mundra,Karnataka,74.576,618.98,2645.81,28186.4
2024-03-01,2024,3,FY2023-24,Lithium,Import,28252000,Australia,Visakhapatnam,Gujarat,55.625,461.685,1973.46,28186.4
2024-03-01,2024,3,FY2023-24,Lithium,Import,28369100,Belgium,Cochin,Maharashtra,24.035,199.491,852.72,28186.4
2024-03-01,2024,3,FY2023-24,Lithium,Import,28252000,Japan,Cochin,Tamil Nadu,21.616,179.416,766.91,28186.4
2024-03-01,2024,3,FY2023-24,Lithium,Import,25309099,Others,Chennai,Maharashtra,26.21,217.546,929.89,28186.4
2024-04-01,2024,4,FY2024-25,Lithium,Import,28369100,China,JNPT Mumbai,Odisha,181.16,1503.629,9397.47,19277.53
2024-04-01,2024,4,FY2024-25,Lithium,Import,28259010,Chile,Kolkata,Gujarat,97.003,805.121,5031.89,19277.53
2024-04-01,2024,4,FY2024-25,Lithium,Import,28259010,Argentina,Visakhapatnam,Maharashtra,61.991,514.526,3215.72,19277.53
2024-04-01,2024,4,FY2024-25,Lithium,Import,28252000,Australia,Tuticorin,West Bengal,48.503,402.573,2516.03,19277.53
2024-04-01,2024,4,FY2024-25,Lithium,Import,25309099,Belgium,Cochin,Maharashtra,21.49,178.366,1114.76,19277.53
2024-04-01,2024,4,FY2024-25,Lithium,Import,28252000,Japan,JNPT Mumbai,Andhra Pradesh,19.67,163.259,1020.34,19277.53
2024-04-01,2024,4,FY2024-25,Lithium,Import,28252000,Others,Visakhapatnam,Karnataka,21.845,181.314,1133.19,19277.53
2024-05-01,2024,5,FY2024-25,Lithium,Import,28259010,China,Kolkata,Karnataka,269.839,2239.66,10196.37,26464.18
2024-05-01,2024,5,FY2024-25,Lithium,Import,28273920,Chile,Chennai,Gujarat,144.565,1199.891,5462.67,26464.18
2024-05-01,2024,5,FY2024-25,Lithium,Import,28369100,Argentina,Kandla,Gujarat,62.082,515.279,2345.88,26464.18
2024-05-01,2024,5,FY2024-25,Lithium,Import,28259010,Australia,Cochin,Odisha,61.398,509.605,2320.05,26464.18
2024-05-01,2024,5,FY2024-25,Lithium,Import,28369100,Belgium,Visakhapatnam,Maharashtra,27.105,224.969,1024.2,26464.18
2024-05-01,2024,5,FY2024-25,Lithium,Import,28252000,Japan,JNPT Mumbai,Odisha,26.055,216.26,984.55,26464.18
2024-05-01,2024,5,FY2024-25,Lithium,Import,28273920,Others,Chennai,Karnataka,33.449,277.63,1263.95,26464.18
2024-06-01,2024,6,FY2024-25,Lithium,Import,28252000,China,JNPT Mumbai,Tamil Nadu,238.123,1976.422,7779.97,30607.19
2024-06-01,2024,6,FY2024-25,Lithium,Import,28369100,Chile,Cochin,Tamil Nadu,134.368,1115.255,4390.08,30607.19
2024-06-01,2024,6,FY2024-25,Lithium,Import,28252000,Argentina,JNPT Mumbai,Tamil Nadu,87.0,722.103,2842.48,30607.19
2024-06-01,2024,6,FY2024-25,Lithium,Import,28369100,Australia,Tuticorin,Karnataka,73.669,611.452,2406.92,30607.19
2024-06-01,2024,6,FY2024-25,Lithium,Import,28259010,Belgium,Mundra,Andhra Pradesh,34.574,286.965,1129.61,30607.19
2024-06-01,2024,6,FY2024-25,Lithium,Import,28369100,Japan,Tuticorin,Gujarat,28.709,238.287,937.99,30607.19
2024-06-01,2024,6,FY2024-25,Lithium,Import,28273920,Others,Visakhapatnam,Gujarat,37.667,312.635,1230.66,30607.19
2024-07-01,2024,7,FY2024-25,Lithium,Import,25309099,China,Kolkata,Karnataka,368.717,3060.353,8014.2,46007.99
2024-07-01,2024,7,FY2024-25,Lithium,Import,25309099,Chile,Visakhapatnam,Andhra Pradesh,200.616,1665.109,4360.45,46007.99
2024-07-01,2024,7,FY2024-25,Lithium,Import,25309099,Argentina,Cochin,West Bengal,88.387,733.616,1921.13,46007.99
